Verein;Name;Pos;Spec;PosSpec;Age;Age group;cm;kg;BMI;BMI Zone;Apps;Rt;Tackle;I;F;OW;Clr;Drb;BS;OG;G;A;SpG;KP;Drb;F;Off;Dis;Trn;A;KP;Avg P;PS%;C;LB;TB
Frankfurt;Heiko Butscher;D;C;D(C);33;bis 35;189;86;24.07547381;normal;2(1);6.73;1;0.7;0.3;0.7;4.7;1;0.3;-;-;-;-;-;0.3;-;-;-;-;-;-;29;83.9;-;1;-
Dortmund;Jonas Hofmann;M;;M;21;bis 26;176;67;21.62964876;normal;2(1);6.93;0.7;0.7;0.7;-;0.3;1;-;-;-;1;0.7;1.3;1.3;0.7;-;1.3;1;1;1.3;26;76.9;-;0.7;-
Nürnberg;Markus Mendler;M;;M;20;bis 20;173;70;23.38868656;normal;2(1);6.66;2.3;-;1.7;-;0.7;0.3;-;-;-;-;1.3;0.7;2.7;1;-;2.3;-;-;0.7;19.3;81;-;0.7;-
Nürnberg;Niklas Stark;M;;M;18;bis 20;189;77;21.55594748;normal;2(1);6.53;1.7;1.7;2;-;1;0.3;-;-;-;-;1.7;0.3;-;0.7;-;1.7;0.7;-;0.3;19;73.7;-;1;-
Frankfurt;Heiko Butscher;D;L;D(L);33;bis 35;189;86;24.07547381;normal;2(1);6.73;1;0.7;0.3;0.7;4.7;1;0.3;-;-;-;-;-;0.3;-;-;-;-;-;-;29;83.9;-;1;-
Gladbach;Branimir Hrgota;FW;;FW;20;bis 20;185;74;21.62162162;normal;2(11);6.44;0.5;0.2;0.2;-;-;0.8;-;-;3;1;0.7;0.4;0.8;0.5;0.3;0.8;0.7;1;0.4;7.8;79.2;0.1;0.2;-
Schalke;Teemu Pukki;FW;;FW;23;bis 26;180;77;23.7654321;normal;2(15);6.34;0.3;0.1;0.5;-;0.1;0.2;-;-;3;1;1.1;0.4;0.4;0.2;0.2;1.1;0.2;1;0.4;6.9;78.6;0.1;0.2;0.1
Schalke;Tranquillo Barnetta;AM;C;AM(C);28;bis 30;178;68;21.46193662;normal;2(19);6.21;0.5;0.2;0.4;-;0.2;0.6;-;-;-;1;0.2;0.4;0.4;0.6;0.1;0.3;0.5;1;0.4;10.8;76.1;0.4;0.7;-
Schalke;Tranquillo Barnetta;AM;C;AM(C);28;bis 30;178;68;21.46193662;normal;2(19);6.21;0.5;0.2;0.4;-;0.2;0.6;-;-;-;1;0.2;0.4;0.4;0.6;0.1;0.3;0.5;1;0.4;10.8;76.1;0.4;0.7;-
Schalke;Tranquillo Barnetta;AM;L;AM(L);28;bis 30;178;68;21.46193662;normal;2(19);6.21;0.5;0.2;0.4;-;0.2;0.6;-;-;-;1;0.2;0.4;0.4;0.6;0.1;0.3;0.5;1;0.4;10.8;76.1;0.4;0.7;-
Schalke;Tranquillo Barnetta;AM;R;AM(R);28;bis 30;178;68;21.46193662;normal;2(19);6.21;0.5;0.2;0.4;-;0.2;0.6;-;-;-;1;0.2;0.4;0.4;0.6;0.1;0.3;0.5;1;0.4;10.8;76.1;0.4;0.7;-
Schalke;Chinedu Obasi;AM;L;AM(L);27;bis 30;188;79;22.35174287;normal;2(2);6.29;0.3;1;0.8;-;-;0.5;-;-;-;-;1.5;0.5;1.3;0.5;0.3;1.5;0.8;-;0.5;15.3;77;-;-;-
Dortmund;Oliver Kirch;D;R;D(R);30;bis 30;183;70;20.90238586;normal;2(2);6.46;0.8;0.8;0.8;0.3;3.3;1;0.3;-;-;-;0.3;0.3;0.5;0.5;-;-;0.3;-;0.3;21.8;87.4;0.3;1.3;-
Dortmund;Oliver Kirch;D;R;D(R);30;bis 30;183;70;20.90238586;normal;2(2);6.46;0.8;0.8;0.8;0.3;3.3;1;0.3;-;-;-;0.3;0.3;0.5;0.5;-;-;0.3;-;0.3;21.8;87.4;0.3;1.3;-
Augsburg;Dominik Reinhardt;D;R;D(R);28;bis 30;188;81;22.91760978;normal;2(2);6.53;1;2;0.3;-;3.5;0.3;-;-;-;-;0.3;0.5;0.5;0.8;-;0.3;-;-;0.5;25.3;79.2;0.5;2;-
Dortmund;Oliver Kirch;DM;C;DM(C);30;bis 30;183;70;20.90238586;normal;2(2);6.46;0.8;0.8;0.8;0.3;3.3;1;0.3;-;-;-;0.3;0.3;0.5;0.5;-;-;0.3;-;0.3;21.8;87.4;0.3;1.3;-
Schalke;Chinedu Obasi;FW;;FW;27;bis 30;188;79;22.35174287;normal;2(2);6.29;0.3;1;0.8;-;-;0.5;-;-;-;-;1.5;0.5;1.3;0.5;0.3;1.5;0.8;-;0.5;15.3;77;-;-;-
Hoffenheim;Denis Streker;M;;M;22;bis 26;184;76;22.44801512;normal;2(2);6.47;3;0.8;2.5;-;0.5;1.3;-;-;-;-;0.3;0.3;0.3;0.3;-;0.3;0.5;-;0.3;23.5;88.3;-;2.5;-
Bayern;Emre Can;M;;M;19;bis 20;184;82;24.22022684;normal;2(2);7.17;1.8;1.3;1.3;-;0.3;0.5;-;-;1;-;1.3;1.3;1;1;0.3;1.8;1;-;1.3;21.8;79.3;0.5;1;-
Düsseldorf;Ivan Paurevic;M;;M;22;bis 26;194;87;23.11616537;normal;2(2);6.15;1.3;1.5;1.8;-;1;0.8;0.3;-;-;-;0.3;0.3;0.5;0.3;-;0.3;-;-;0.3;15;61.7;-;0.5;0.3
Dortmund;Oliver Kirch;M;R;M(R);30;bis 30;183;70;20.90238586;normal;2(2);6.46;0.8;0.8;0.8;0.3;3.3;1;0.3;-;-;-;0.3;0.3;0.5;0.5;-;-;0.3;-;0.3;21.8;87.4;0.3;1.3;-
Schalke;Chinedu Obasi;AM;R;AM(R);27;bis 30;188;79;22.35174287;normal;2(2);6.29;0.3;1;0.8;-;-;0.5;-;-;-;-;1.5;0.5;1.3;0.5;0.3;1.5;0.8;-;0.5;15.3;77;-;-;-
Dortmund;Leonardo Bittencourt;M;;M;19;bis 20;170;62;21.4532872;normal;2(3);6.7;0.8;1;0.6;-;-;0.8;-;-;1;1;0.4;0.4;1;1.4;0.4;1;0.4;1;0.4;16.6;80.7;0.4;1.2;-
Frankfurt;Marc Stendera;M;;M;17;bis 20;171;64;21.88707637;normal;2(3);6.56;1.8;0.4;1.4;-;-;1.4;-;-;-;1;0.4;1.4;0.6;1.6;-;1.6;0.6;1;1.4;15.6;66.7;1.6;0.6;-
Schalke;Christoph Moritz;DM;C;DM(C);23;bis 26;186;73;21.10070528;normal;2(4);6.23;1;0.3;0.8;-;-;1;0.3;-;-;-;0.2;0.5;0.5;0.5;-;0.5;0.2;-;0.5;16.2;74.2;-;0.7;-
Frankfurt;Erwin Hoffer;FW;;FW;26;bis 30;177;72;22.98190175;normal;2(4);6.31;-;0.2;0.7;-;-;0.2;-;-;1;-;1.2;0.3;0.3;0.3;0.5;1.5;0.7;-;0.3;4.7;85.7;-;-;-
Gladbach;Alexander Ring;M;;M;22;bis 26;173;72;24.05693475;normal;2(4);6.35;2.2;1.5;0.8;0.2;0.3;0.7;0.2;-;-;-;0.2;0.2;0.2;0.3;0.2;1.5;0.5;-;0.2;14.7;73.9;-;0.3;-
Düsseldorf;Genki Omae;FW;;FW;23;bis 26;166;67;24.31412397;normal;2(5);6.07;-;0.1;0.3;-;-;0.6;0.1;-;-;-;0.6;-;0.4;0.9;-;0.4;0.1;-;-;6.1;76.7;-;0.3;-
Nürnberg;Berkay Dabanli;D;;D;23;bis 26;190;88;24.3767313;normal;2(6);6.37;0.8;0.9;0.8;0.6;3;0.1;0.3;-;-;-;0.3;-;-;0.4;-;-;0.1;-;-;13;88.5;-;1.8;-
Hamburg;Jacopo Sala;M;R;M(R);21;bis 26;185;72;21.03725347;normal;2(6);6.36;1.1;1.3;0.1;-;0.3;0.4;0.1;-;-;-;-;-;1;0.1;-;0.4;0.5;-;-;12.4;72.7;0.1;0.3;-
Hamburg;Marcus Berg;FW;;FW;26;bis 30;184;74;21.85727788;normal;2(9);6.11;0.4;0.3;0.8;-;-;-;-;-;-;-;0.8;0.6;0.1;0.3;0.2;0.5;1.2;-;0.6;7.4;59.3;0.1;0.3;-
Wolfsburg;Simon Kjaer;D;C;D(C);24;bis 26;189;82;22.95568433;normal;20(2);6.86;3.1;1.5;1;0.3;5;0.9;0.5;-;2;1;0.2;0.3;0.2;0.5;-;0.3;0.4;1;0.3;40.5;83.1;-;5.3;-
Wolfsburg;Makoto Hasebe;M;C;M(C);29;bis 30;180;72;22.22222222;normal;20(3);6.69;1.6;1.4;1.2;0.5;1.3;1.4;0.1;-;2;2;0.5;0.7;0.6;1.2;-;1.3;0.5;2;0.7;33.2;78.7;0.3;2.7;0.1
Bremen;Lukas Schmitz;D;L;D(L);24;bis 26;184;80;23.6294896;normal;20(3);6.68;2.2;2.3;1;0.3;2;1;0.1;-;-;1;0.5;0.5;0.7;0.3;-;0.8;0.2;1;0.5;39.9;80.1;0.6;2;-
Wolfsburg;Makoto Hasebe;D;R;D(R);29;bis 30;180;72;22.22222222;normal;20(3);6.69;1.6;1.4;1.2;0.5;1.3;1.4;0.1;-;2;2;0.5;0.7;0.6;1.2;-;1.3;0.5;2;0.7;33.2;78.7;0.3;2.7;0.1
Bremen;Lukas Schmitz;DM;C;DM(C);24;bis 26;184;80;23.6294896;normal;20(3);6.68;2.2;2.3;1;0.3;2;1;0.1;-;-;1;0.5;0.5;0.7;0.3;-;0.8;0.2;1;0.5;39.9;80.1;0.6;2;-
Wolfsburg;Makoto Hasebe;M;R;M(R);29;bis 30;180;72;22.22222222;normal;20(3);6.69;1.6;1.4;1.2;0.5;1.3;1.4;0.1;-;2;2;0.5;0.7;0.6;1.2;-;1.3;0.5;2;0.7;33.2;78.7;0.3;2.7;0.1
Augsburg;Kevin Vogt;D;R;D(R);21;bis 26;194;85;22.58475927;normal;20(8);6.49;1.6;1.7;1.2;-;1.3;1.3;0.3;-;1;1;0.3;0.5;0.5;1.1;0.1;0.5;0.6;1;0.5;31.6;79.3;0.2;3.1;0.1
Augsburg;Kevin Vogt;DM;C;DM(C);21;bis 26;194;85;22.58475927;normal;20(8);6.49;1.6;1.7;1.2;-;1.3;1.3;0.3;-;1;1;0.3;0.5;0.5;1.1;0.1;0.5;0.6;1;0.5;31.6;79.3;0.2;3.1;0.1
Wolfsburg;Bas Dost;FW;;FW;24;bis 26;192;78;21.15885417;normal;20(8);6.68;0.5;0.2;1.3;-;0.6;0.3;0.1;-;8;1;1.7;0.5;0.1;0.7;1.2;0.4;1.1;1;0.5;15.5;66.2;0.1;0.2;-
Fürth;Sercan Sararer;AM;L;AM(L);23;bis 26;180;83;25.61728395;overweight;21(1);6.88;2;0.9;0.9;-;0.1;1.5;-;-;1;-;1.5;0.8;3.5;1.6;0.3;3.5;1.7;-;0.8;21.1;78;0.7;0.5;0.1
Hannover;Mario Eggimann;D;C;D(C);32;bis 35;189;84;23.51557907;normal;21(1);6.68;1;1.8;0.6;1.5;7;0.3;0.7;-;1;1;0.4;0.1;-;0.5;-;-;0.1;1;0.1;33.4;84.6;-;2.1;-
Fürth;Sercan Sararer;FW;;FW;23;bis 26;180;83;25.61728395;overweight;21(1);6.88;2;0.9;0.9;-;0.1;1.5;-;-;1;-;1.5;0.8;3.5;1.6;0.3;3.5;1.7;-;0.8;21.1;78;0.7;0.5;0.1
Fürth;Sercan Sararer;AM;R;AM(R);23;bis 26;180;83;25.61728395;overweight;21(1);6.88;2;0.9;0.9;-;0.1;1.5;-;-;1;-;1.5;0.8;3.5;1.6;0.3;3.5;1.7;-;0.8;21.1;78;0.7;0.5;0.1
Freiburg;Mensur Mujdza;D;L;D(L);29;bis 30;185;77;22.49817385;normal;21(2);7.03;1.8;2.7;1.4;0.5;3.2;0.6;0.3;-;-;1;0.3;0.6;0.9;0.7;-;0.7;0.7;1;0.6;32.5;72.3;0.8;1.5;-
Freiburg;Matthias Ginter;D;C;D(C);19;bis 20;188;85;24.04934359;normal;21(2);6.89;1.7;2.9;1.2;0.5;3.4;0.7;0.6;-;1;-;0.4;0.2;0.3;0.6;-;0.3;0.3;-;0.2;44.3;82.5;-;2.8;0.1
Hoffenheim;Sebastian Rudy;DM;C;DM(C);23;bis 26;179;72;22.47120876;normal;21(2);6.88;4;1.7;1.8;-;1;2.1;0.3;-;-;2;0.6;1;0.9;1.7;-;1.1;0.4;2;1;41.7;82.5;0.6;5.4;-
Stuttgart;William Kvist;DM;C;DM(C);28;bis 30;184;75;22.1526465;normal;21(2);6.85;3.1;2.3;1.3;0.2;2.5;1.3;0.8;-;-;-;0.4;0.4;0.4;0.9;-;1.1;0.4;-;0.4;43.3;81.2;0.1;4.7;-
Freiburg;Matthias Ginter;DM;C;DM(C);19;bis 20;188;85;24.04934359;normal;21(2);6.89;1.7;2.9;1.2;0.5;3.4;0.7;0.6;-;1;-;0.4;0.2;0.3;0.6;-;0.3;0.3;-;0.2;44.3;82.5;-;2.8;0.1
Freiburg;Mensur Mujdza;D;R;D(R);29;bis 30;185;77;22.49817385;normal;21(2);7.03;1.8;2.7;1.4;0.5;3.2;0.6;0.3;-;-;1;0.3;0.6;0.9;0.7;-;0.7;0.7;1;0.6;32.5;72.3;0.8;1.5;-
Bremen;Marko Arnautovic;AM;R;AM(R);24;bis 26;192;83;22.51519097;normal;21(5);6.94;1.3;0.9;1.6;-;0.5;0.6;-;-;5;6;2.6;1.1;1.8;0.8;0.6;1.7;1.5;6;1.1;27.2;75.5;1;0.6;0.2
Düsseldorf;Oliver Fink;DM;C;DM(C);31;bis 35;187;80;22.8774057;normal;21(5);7.19;4.2;2.8;1.8;-;1.7;2;0.2;-;3;1;0.8;0.2;0.9;1.3;0.1;1.3;0.8;1;0.2;34.7;73.6;0.2;2.5;-
Bremen;Marko Arnautovic;FW;;FW;24;bis 26;192;83;22.51519097;normal;21(5);6.94;1.3;0.9;1.6;-;0.5;0.6;-;-;5;6;2.6;1.1;1.8;0.8;0.6;1.7;1.5;6;1.1;27.2;75.5;1;0.6;0.2
Hannover;Didier Ya Konan;AM;R;AM(R);29;bis 30;174;74;24.44180209;normal;21(7);6.87;2.1;0.8;1.9;-;0.3;0.7;-;-;7;2;2.1;0.6;1.1;1.6;0.4;1.9;1.3;2;0.6;22.7;73.1;0.4;0.9;-
Hannover;Didier Ya Konan;FW;;FW;29;bis 30;174;74;24.44180209;normal;21(7);6.87;2.1;0.8;1.9;-;0.3;0.7;-;-;7;2;2.1;0.6;1.1;1.6;0.4;1.9;1.3;2;0.6;22.7;73.1;0.4;0.9;-
Bayern;David Alaba;M;C;M(C);21;bis 26;180;75;23.14814815;normal;22(1);7.35;1.8;1.9;0.5;-;1;1;0.3;-;3;3;1.1;0.7;0.9;0.7;-;0.9;0.7;3;0.7;54.2;89.5;0.9;2.7;0.1
Hoffenheim;Matthieu Delpierre;D;C;D(C);32;bis 35;193;86;23.08786813;normal;22(1);6.86;1.9;2.2;1.2;1.2;5.3;0.7;0.5;1;1;1;0.2;0.1;0.3;0.3;-;0.1;0.1;1;0.1;37.2;81.7;0.1;4.8;-
Bayern;David Alaba;D;L;D(L);21;bis 26;180;75;23.14814815;normal;22(1);7.35;1.8;1.9;0.5;-;1;1;0.3;-;3;3;1.1;0.7;0.9;0.7;-;0.9;0.7;3;0.7;54.2;89.5;0.9;2.7;0.1
Bayern;David Alaba;M;L;M(L);21;bis 26;180;75;23.14814815;normal;22(1);7.35;1.8;1.9;0.5;-;1;1;0.3;-;3;3;1.1;0.7;0.9;0.7;-;0.9;0.7;3;0.7;54.2;89.5;0.9;2.7;0.1
Bremen;Eljero Elia;AM;C;AM(C);26;bis 30;176;77;24.85795455;normal;22(2);6.85;1.7;1;1.9;-;0.3;0.9;-;-;-;3;1;1.2;2.7;0.8;0.4;2.4;0.9;3;1.2;23.3;78.8;0.7;0.8;-
Bremen;Eljero Elia;AM;C;AM(C);26;bis 30;176;77;24.85795455;normal;22(2);6.85;1.7;1;1.9;-;0.3;0.9;-;-;-;3;1;1.2;2.7;0.8;0.4;2.4;0.9;3;1.2;23.3;78.8;0.7;0.8;-
Bayern;Mario Mandzukic;AM;L;AM(L);27;bis 30;187;84;24.02127599;normal;22(2);7.47;0.5;0.7;2;-;0.5;0.6;-;-;15;1;2.8;0.8;0.6;1.3;0.6;0.9;1;1;0.8;19.5;71.2;0.3;0.4;-
Bremen;Eljero Elia;FW;;FW;26;bis 30;176;77;24.85795455;normal;22(2);6.85;1.7;1;1.9;-;0.3;0.9;-;-;-;3;1;1.2;2.7;0.8;0.4;2.4;0.9;3;1.2;23.3;78.8;0.7;0.8;-
Bayern;Mario Mandzukic;FW;;FW;27;bis 30;187;84;24.02127599;normal;22(2);7.47;0.5;0.7;2;-;0.5;0.6;-;-;15;1;2.8;0.8;0.6;1.3;0.6;0.9;1;1;0.8;19.5;71.2;0.3;0.4;-
Bremen;Eljero Elia;AM;L;AM(L);26;bis 30;176;77;24.85795455;normal;22(2);6.85;1.7;1;1.9;-;0.3;0.9;-;-;-;3;1;1.2;2.7;0.8;0.4;2.4;0.9;3;1.2;23.3;78.8;0.7;0.8;-
Bremen;Eljero Elia;AM;R;AM(R);26;bis 30;176;77;24.85795455;normal;22(2);6.85;1.7;1;1.9;-;0.3;0.9;-;-;-;3;1;1.2;2.7;0.8;0.4;2.4;0.9;3;1.2;23.3;78.8;0.7;0.8;-
Augsburg;Matthias Ostrzolek;D;L;D(L);23;bis 26;178;72;22.72440348;normal;22(3);6.84;2.8;2;1.4;-;2.1;1;0.1;-;-;2;0.4;0.6;0.7;1.6;-;0.6;0.3;2;0.6;29.7;71.2;0.9;1.8;-
Wolfsburg;Vieirinha;AM;L;AM(L);27;bis 30;173;73;24.39105884;normal;22(5);7.1;1.8;2;1.4;-;0.5;0.7;-;-;1;4;1.7;1.1;1.3;2;0.3;1.4;1;4;1.1;28.3;77.5;0.7;1;0.1
Hamburg;Dennis Aogo;D;L;D(L);26;bis 30;184;85;25.1063327;overweight;22(5);6.82;1.3;1.8;1.3;0.2;1.1;0.5;0.1;-;2;4;1;1.1;0.6;0.9;0.3;0.8;0.6;4;1.1;36.8;85.6;1;2;-
Hamburg;Dennis Aogo;M;L;M(L);26;bis 30;184;85;25.1063327;overweight;22(5);6.82;1.3;1.8;1.3;0.2;1.1;0.5;0.1;-;2;4;1;1.1;0.6;0.9;0.3;0.8;0.6;4;1.1;36.8;85.6;1;2;-
Wolfsburg;Vieirinha;AM;R;AM(R);27;bis 30;173;73;24.39105884;normal;22(5);7.1;1.8;2;1.4;-;0.5;0.7;-;-;1;4;1.7;1.1;1.3;2;0.3;1.4;1;4;1.1;28.3;77.5;0.7;1;0.1
Hannover;Jan Schlaudraff;AM;C;AM(C);30;bis 30;180;72;22.22222222;normal;22(8);6.55;0.6;0.5;0.5;-;0.1;0.9;-;-;2;4;0.5;0.7;1.1;0.7;0.3;1;0.6;4;0.7;31.7;75.3;0.2;1.5;0.2
Hannover;Jan Schlaudraff;FW;;FW;30;bis 30;180;72;22.22222222;normal;22(8);6.55;0.6;0.5;0.5;-;0.1;0.9;-;-;2;4;0.5;0.7;1.1;0.7;0.3;1;0.6;4;0.7;31.7;75.3;0.2;1.5;0.2
Hannover;Jan Schlaudraff;AM;R;AM(R);30;bis 30;180;72;22.22222222;normal;22(8);6.55;0.6;0.5;0.5;-;0.1;0.9;-;-;2;4;0.5;0.7;1.1;0.7;0.3;1;0.6;4;0.7;31.7;75.3;0.2;1.5;0.2
Wolfsburg;Marcel Schäfer;D;L;D(L);29;bis 30;184;75;22.1526465;normal;22(9);6.56;1.4;0.8;0.5;-;1.3;0.8;0.3;-;-;2;0.3;0.9;0.5;0.8;0.2;0.5;0.4;2;0.9;25.8;77.3;1.2;1.4;-
Wolfsburg;Marcel Schäfer;M;L;M(L);29;bis 30;184;75;22.1526465;normal;22(9);6.56;1.4;0.8;0.5;-;1.3;0.8;0.3;-;-;2;0.3;0.9;0.5;0.8;0.2;0.5;0.4;2;0.9;25.8;77.3;1.2;1.4;-
Bayern;Toni Kroos;M;C;M(C);23;bis 26;182;78;23.54788069;normal;23(1);7.66;1.6;0.6;0.9;-;0.1;1.1;-;-;6;8;2.2;2.8;1;2;0.3;1.3;0.9;8;2.8;52.8;89.7;2.1;3.8;0.5
Augsburg;Jan-Ingwer Callsen-Bra...;D;C;D(C);28;bis 30;187;78;22.30547056;normal;23(1);7.05;1.8;2;1.3;0.6;5.1;0.8;0.7;-;2;1;1;0.5;0.3;0.9;-;0.5;0.4;1;0.5;42;78.3;0.2;7.9;-
Bayern;Toni Kroos;M;C;M(C);23;bis 26;182;78;23.54788069;normal;23(1);7.66;1.6;0.6;0.9;-;0.1;1.1;-;-;6;8;2.2;2.8;1;2;0.3;1.3;0.9;8;2.8;52.8;89.7;2.1;3.8;0.5
Augsburg;Jan-Ingwer Callsen-Bra...;DM;C;DM(C);28;bis 30;187;78;22.30547056;normal;23(1);7.05;1.8;2;1.3;0.6;5.1;0.8;0.7;-;2;1;1;0.5;0.3;0.9;-;0.5;0.4;1;0.5;42;78.3;0.2;7.9;-
Augsburg;Sascha Mölders;FW;;FW;28;bis 30;185;79;23.082542;normal;23(1);6.99;0.9;0.3;1.8;-;1;0.6;-;1;10;-;2.5;1.2;0.4;1.8;0.3;1.3;1.5;-;1.2;16.2;67.5;-;0.3;0.1
Bayern;Toni Kroos;M;L;M(L);23;bis 26;182;78;23.54788069;normal;23(1);7.66;1.6;0.6;0.9;-;0.1;1.1;-;-;6;8;2.2;2.8;1;2;0.3;1.3;0.9;8;2.8;52.8;89.7;2.1;3.8;0.5
Augsburg;Jan-Ingwer Callsen-Bra...;D;R;D(R);28;bis 30;187;78;22.30547056;normal;23(1);7.05;1.8;2;1.3;0.6;5.1;0.8;0.7;-;2;1;1;0.5;0.3;0.9;-;0.5;0.4;1;0.5;42;78.3;0.2;7.9;-
Bayern;Toni Kroos;M;R;M(R);23;bis 26;182;78;23.54788069;normal;23(1);7.66;1.6;0.6;0.9;-;0.1;1.1;-;-;6;8;2.2;2.8;1;2;0.3;1.3;0.9;8;2.8;52.8;89.7;2.1;3.8;0.5
Stuttgart;Arthur Boka;D;L;D(L);30;bis 30;166;67;24.31412397;normal;23(2);7.15;2.8;2.6;1.4;-;1.3;1.1;0.3;-;1;1;0.7;0.6;1.8;2;-;1.2;0.4;1;0.6;36.8;77.2;0.5;2.5;-
Stuttgart;Arthur Boka;D;L;D(L);30;bis 30;166;67;24.31412397;normal;23(2);7.15;2.8;2.6;1.4;-;1.3;1.1;0.3;-;1;1;0.7;0.6;1.8;2;-;1.2;0.4;1;0.6;36.8;77.2;0.5;2.5;-
Schalke;Jermaine Jones;DM;C;DM(C);31;bis 35;184;78;23.03875236;normal;23(2);7.23;2.4;1.8;2.4;0.1;1.2;1.2;0.2;-;1;5;1.4;1;1.2;2.4;0.1;1.6;0.6;5;1;47;75.6;0.2;5.4;0.4
Stuttgart;Arthur Boka;DM;C;DM(C);30;bis 30;166;67;24.31412397;normal;23(2);7.15;2.8;2.6;1.4;-;1.3;1.1;0.3;-;1;1;0.7;0.6;1.8;2;-;1.2;0.4;1;0.6;36.8;77.2;0.5;2.5;-
Stuttgart;Arthur Boka;M;L;M(L);30;bis 30;166;67;24.31412397;normal;23(2);7.15;2.8;2.6;1.4;-;1.3;1.1;0.3;-;1;1;0.7;0.6;1.8;2;-;1.2;0.4;1;0.6;36.8;77.2;0.5;2.5;-
Dortmund;Jakub Blaszczykowski;AM;C;AM(C);27;bis 30;175;71;23.18367347;normal;23(4);7.46;2.4;0.8;0.9;0.1;0.3;0.8;-;-;11;10;1.8;1.4;1.5;1.7;0.2;1.6;0.7;10;1.4;31;82.5;0.6;0.8;0.1
Dortmund;Jakub Blaszczykowski;AM;R;AM(R);27;bis 30;175;71;23.18367347;normal;23(4);7.46;2.4;0.8;0.9;0.1;0.3;0.8;-;-;11;10;1.8;1.4;1.5;1.7;0.2;1.6;0.7;10;1.4;31;82.5;0.6;0.8;0.1
Dortmund;Mario Götze;AM;C;AM(C);21;bis 26;176;64;20.66115702;normal;23(5);7.79;2;0.8;1.4;-;0.1;0.9;0.1;-;10;9;1.9;2.3;3;2.2;0.6;2.6;0.9;9;2.3;35.3;83.7;0.8;1.5;0.3
Dortmund;Mario Götze;AM;C;AM(C);21;bis 26;176;64;20.66115702;normal;23(5);7.79;2;0.8;1.4;-;0.1;0.9;0.1;-;10;9;1.9;2.3;3;2.2;0.6;2.6;0.9;9;2.3;35.3;83.7;0.8;1.5;0.3
Bremen;Sebastian Prödl;D;C;D(C);26;bis 30;194;85;22.58475927;normal;23(5);6.66;1.6;2.2;1.5;0.9;5;0.7;0.6;-;1;-;0.5;-;0.1;0.6;-;0.2;0.3;-;-;30.6;78.3;-;2.8;-
Dortmund;Mario Götze;AM;L;AM(L);21;bis 26;176;64;20.66115702;normal;23(5);7.79;2;0.8;1.4;-;0.1;0.9;0.1;-;10;9;1.9;2.3;3;2.2;0.6;2.6;0.9;9;2.3;35.3;83.7;0.8;1.5;0.3
Dortmund;Mario Götze;AM;R;AM(R);21;bis 26;176;64;20.66115702;normal;23(5);7.79;2;0.8;1.4;-;0.1;0.9;0.1;-;10;9;1.9;2.3;3;2.2;0.6;2.6;0.9;9;2.3;35.3;83.7;0.8;1.5;0.3
Schalke;Christian Fuchs;D;L;D(L);27;bis 30;186;84;24.28026361;normal;23(6);6.86;2.5;2.1;1.1;0.3;1.7;1.3;0.1;-;-;5;0.7;1.2;0.3;0.6;-;0.5;0.3;5;1.2;35.8;77.8;1.3;3.2;-
Schalke;Christian Fuchs;M;L;M(L);27;bis 30;186;84;24.28026361;normal;23(6);6.86;2.5;2.1;1.1;0.3;1.7;1.3;0.1;-;-;5;0.7;1.2;0.3;0.6;-;0.5;0.3;5;1.2;35.8;77.8;1.3;3.2;-
Nürnberg;Tomas Pekhart;FW;;FW;24;bis 26;194;80;21.25624402;normal;23(8);6.58;0.4;0.1;1.5;-;0.4;0.8;0.1;-;4;2;1.3;0.4;0.5;1.5;0.5;1.3;1.1;2;0.4;14;64.4;0.1;0.3;-
Fürth;Bernd Nehrig;D;R;D(R);26;bis 30;180;79;24.38271605;normal;24(2);6.69;2.7;2.4;1.7;0.2;3;1.8;0.2;-;1;-;0.9;0.4;0.3;0.9;0.2;0.6;0.3;-;0.4;29.2;77.4;0.5;2.8;-
Wolfsburg;Fagner;D;R;D(R);24;bis 26;168;67;23.73866213;normal;24(2);7.26;4.3;2.8;1.6;0.3;2.2;1.6;0.3;-;-;1;0.1;0.8;1.8;1.5;-;0.8;0.7;1;0.8;41.4;77.7;1.2;2.7;0.1
Bayern;Franck Ribéry;AM;L;AM(L);30;bis 30;170;72;24.91349481;normal;24(3);8.38;1;0.8;1.1;-;-;0.9;0.1;-;10;14;2.4;3.2;4.5;2.5;0.5;3.3;1.3;14;3.2;56;87.8;1.7;3.2;0.3
Bremen;Theodor Gebre Selassie;D;R;D(R);26;bis 30;181;71;21.67211013;normal;24(3);6.78;2.1;2.2;1;0.3;2.7;0.6;0.4;1;1;2;0.3;0.5;0.6;0.9;-;0.7;0.4;2;0.5;35.5;81.2;0.3;1.1;-
Mainz;Elkin Soto;M;C;M(C);32;bis 35;179;76;23.71960925;normal;24(4);7.07;3.3;2.6;1.1;-;0.5;1.9;0.1;-;1;2;0.8;0.9;1.5;0.8;-;1.6;1.1;2;0.9;34.7;84.7;0.1;2.3;0.1
Hannover;Mame Biram Diouf;AM;R;AM(R);25;bis 26;185;79;23.082542;normal;24(4);7.11;1.1;0.4;1.9;-;0.3;0.6;0.1;-;12;7;2.1;0.9;0.4;2;0.6;1.5;1.5;7;0.9;16.9;63.7;-;0.6;-
